,status
71032,0
71033,0
71035,0
71042,0
71045,1
71048,1
71446,0
71449,0
71451,0
71452,1
71453,0
71455,0
71456,0
71513,0
71519,0
71523,0
71528,0
71764,0
72080,0
72083,0
72093,0
72510,0
72515,0
72517,0
72518,0
72697,0
72698,1
72806,0
73158,0
73162,0
73164,0
73165,0
73713,0
73714,0
73719,0
73720,0
73722,1
73723,1
73910,0
73911,0
73912,0
73913,0
73918,0
74143,0
74149,1
74150,0
74665,0
74670,0
74840,0
74846,0
74849,1
74850,0
74852,0
74855,0
74857,0
75061,0
75065,0
75416,0
75417,0
75420,0
75517,0
75519,0
75531,0
75765,0
75766,0
75768,0
75923,0
75930,0
76133,0
76134,1
76139,0
76143,0
76148,0
76388,0
76392,0
76646,0
76659,0
76660,0
76662,0
77160,0
77161,1
77163,0
77164,1
77166,0
77167,0
77168,0
77169,1
77832,0
77841,0
78125,0
78126,1
78133,1
78134,0
78135,0
78138,0
78139,1
78141,0
78365,0
78367,1
78368,0
78594,0
78595,0
78596,1
78851,0
78854,1
79007,0
79008,0
79014,0
79018,0
79019,0
280682,0
