,minute,h_a,situation,shotType,lastAction,distanceToGoal,angleToGoal
218214,60,1,3,4,27,19.2996440056909,18.2438644522281
218215,64,1,3,2,27,12.9405043739925,31.534888852182
218216,65,1,2,2,24,24.0569048767469,17.1510160212249
218222,53,2,3,1,10,5.40005659278627,63.4222708160866
218224,60,2,1,4,33,23.1473692181518,17.6299823767013
218227,92,2,2,1,11,10.6392471617223,36.4773511633125
218654,9,1,3,2,24,16.2400990037551,24.5819136025517
218657,30,1,3,4,27,24.4227759980602,16.7278995940427
218660,57,1,3,4,27,28.1124768424723,13.8384278585905
218663,85,1,3,4,27,18.7901766396156,18.0474777773624
218664,8,2,3,1,11,11.6073083180652,34.8689313863911
218666,12,2,3,4,27,14.9716978727459,25.5356613448935
218860,59,1,3,4,27,31.2119150724478,13.3651304250279
218861,61,1,3,4,24,33.271207995994,12.483452539234
218865,14,2,2,2,27,25.576793270614,14.2027851256224
218867,21,2,3,2,27,20.9411436928682,18.6791529934969
218872,41,2,3,2,27,20.5160998942816,20.0020587299999
219061,48,2,3,4,27,27.5391262449961,14.6838274711111
219062,55,2,3,1,11,5.32026752445293,67.9946887729418
219068,90,2,3,2,27,20.2339018579554,20.1439352426466
219070,31,1,2,1,1,6.6929967692085,54.369230627897
219071,41,1,3,2,1,14.3981800742366,28.5028653440029
219247,41,2,2,4,3,17.3611322552762,15.2269871741507
219250,48,2,3,4,27,17.825757321663,21.3763059314856
219263,92,2,3,1,11,11.3082397317929,31.4230676480704
219387,35,2,3,2,38,18.5925687405498,15.5128689075071
219393,59,2,1,2,33,27.3928905620284,13.7708596151899
219396,63,2,2,1,11,9.35958646318544,41.0245727505262
219784,70,1,2,4,29,5.9965323312728,53.7253230523047
219796,60,2,2,1,1,8.71639018100789,44.8516303686494
219797,61,2,3,4,24,26.1926811333073,14.4793711047294
219801,64,2,2,2,24,17.5623354084814,21.9881613140803
220011,47,2,3,2,29,12.7136877270753,26.4612081802914
220018,86,2,3,4,27,10.897504043701,33.5779523779115
220020,90,2,2,4,38,23.1614775197936,13.6287488728785
220170,17,2,5,4,11,10.1761691123933,36.5632543966301
220171,24,2,3,4,24,11.5505830026106,31.5821841422075
220174,44,2,3,2,24,27.7342212975539,15.0280557787108
220175,48,2,1,4,33,26.7942936943077,15.3135156180686
220184,73,2,3,4,24,12.4904574138999,23.3229995683451
220377,11,2,5,4,24,27.4646333917995,14.817058415248
220379,23,2,3,1,11,13.6206432628765,26.5703808778239
220624,3,2,2,4,27,25.652760074504,16.2200695224495
220628,27,2,2,1,11,12.4502514420823,32.1939219570234
220639,18,1,3,2,38,19.0045011816742,19.1356110735997
220646,64,1,5,2,24,17.2052842557221,23.2522285950986
220648,85,1,3,4,24,26.1019041222443,15.6226728914209
220781,19,2,3,1,11,10.9369144519714,36.9626618748414
220786,59,2,3,2,27,14.8937167279991,20.9824374227282
220787,77,2,2,4,1,24.583681146866,16.9270231675896
220791,89,2,3,4,24,26.3835689166121,15.6598504324383
221210,5,1,2,4,27,25.4976172521664,16.2840372005491
221211,20,1,3,2,27,31.4580145385456,10.9615022523877
221217,58,1,3,4,27,25.721042455546,13.6628329126892
221223,27,2,5,2,29,13.8511030699113,26.9403775671763
221445,42,1,2,1,25,15.4424585504336,26.6560544353723
221446,55,1,3,2,24,17.1314600648931,8.88982593801643
221453,2,2,3,4,27,10.5202601962429,32.6180783612884
221459,31,2,3,2,11,10.7738572956565,34.8432785104429
221460,32,2,4,4,33,12.1678110192425,33.2803475559272
221659,28,2,2,4,27,7.43160660976555,40.2030465073793
221661,46,2,3,4,38,14.9401039648035,27.4829005741913
221667,8,1,2,4,24,15.8783988615575,21.2842585173926
221774,24,1,3,2,8,16.7856654291989,24.0745607064423
221776,34,1,3,1,1,4.46272641195544,78.5807284134163
221780,40,1,2,1,1,9.98654219437338,40.2224126140446
221786,61,1,3,2,39,11.2956947405583,28.2996835090192
221789,65,1,2,1,11,7.9460021226427,41.8659502831792
221791,83,1,3,4,8,15.9334542260762,23.4932240335107
221796,25,2,3,2,27,22.4345458519665,16.1846891703865
221797,35,2,2,4,24,29.500444107961,11.7061002454883
222017,35,1,2,4,27,24.8879926671356,16.6632075545312
222019,42,1,3,1,11,14.5168886301271,27.7347761892332
222021,64,1,2,1,11,7.0425267056645,52.3267446388055
222030,23,2,3,2,27,24.691678417617,13.6915821165893
222031,31,2,2,4,24,26.4876216372856,15.6001178794606
222036,46,2,3,2,24,16.757493846038,16.0354558678308
222227,21,2,3,1,11,7.66761202217676,51.0237806339686
222228,22,2,3,4,27,18.9960581437308,17.7837822986171
222230,52,2,3,2,27,29.090979172773,13.9908892133146
222238,14,1,3,4,24,26.247123491891,14.4207334969183
222239,19,1,3,4,2,18.2348706280649,15.4817595104459
222240,33,1,1,4,33,29.9857647066158,13.8908515405204
222509,13,2,3,2,27,15.3688424139067,26.7320056200746
222517,46,2,2,2,24,25.4121591158006,14.1873559710561
222518,62,2,3,2,27,30.4857564571589,11.985458932809
222521,19,1,2,1,1,9.15131414856369,42.2015539057528
222524,31,1,3,4,8,9.8575544887926,30.4200691762863
222528,54,1,3,4,8,15.7230768359918,25.7903444381864
222531,64,1,3,2,27,24.0569048767469,17.1510160212249
222915,35,1,3,4,3,16.1376593237591,24.134246907511
